key	英文原文	当前中文	修改列(填这里覆盖)	备注
Settings.ImageEffects.ToneMap.Blue.Description	Grayscale but with a touch of color.	灰度，但带一点点色彩。		
Settings.ImageEffects.ToneMap.Cartoon	Cartoon	卡通		
Settings.ImageEffects.ToneMap.Cartoon.Description	Vibrant colors and blue grass, Namek here we go!	鲜艳的色彩配上蓝色的草地，我们去那美克星！		
Settings.ImageEffects.ToneMap.Dream	Dream	梦幻		
Settings.ImageEffects.ToneMap.Dream.Description	Faded pink to make you feel like in a dreampop videoclip.	褪色的粉色，仿佛置身梦幻流行乐的 MV。		
Settings.ImageEffects.ToneMap.Dystopian	Dystopian	反乌托邦		
Settings.ImageEffects.ToneMap.Dystopian.Description	Dark and sinister, solitude made color.	阴暗而险恶，孤独化作了色彩。		
Settings.ImageEffects.ToneMap.Faded	Faded	褪色		
Settings.ImageEffects.ToneMap.Faded.Description	All colors washed out, sad as a rainy day.	所有色彩都黯淡无光，像雨天一样忧郁。		
Settings.ImageEffects.ToneMap.Fantasy	Fantasy	奇幻		
Settings.ImageEffects.ToneMap.Fantasy.Description	Vivid and warm, ready to slay some dragons.	鲜艳而温暖，准备好去屠龙吧。		
Settings.ImageEffects.ToneMap.Gray	Gray Scale	灰度		
Settings.ImageEffects.ToneMap.Gray.Description	In case you are too lazy to just lower your saturation.	如果你连调低饱和度都懒得做。		
Settings.ImageEffects.ToneMap.Green	Just Green	纯绿		
Settings.ImageEffects.ToneMap.Green.Description	Grayscale but with a touch of color.	灰度，但带一点点色彩。		
Settings.ImageEffects.ToneMap.None	None	无		
Settings.ImageEffects.ToneMap.None.Description	The default tonemapping.	默认的色调映射。		
Settings.ImageEffects.ToneMap.OldCamera	Old Camera	老式摄像机		
Settings.ImageEffects.ToneMap.OldCamera.Description	Dark green and blue, you feel old just looking at it.	暗绿与暗蓝，光看一眼就觉得自己老了。		
Settings.ImageEffects.ToneMap.OldPhoto	Old Photo	老照片		
Settings.ImageEffects.ToneMap.OldPhoto.Description	A sepia tone similar to that of a really old photo.	类似泛黄老照片的褐色调。		
Settings.ImageEffects.ToneMap.OldVideo	Old Video	老录像		
Settings.ImageEffects.ToneMap.OldVideo.Description	Oversaturated, bright and contrasty, like a good'ol TV.	过饱和、明亮、对比强烈，就像一台老电视机。		
Settings.ImageEffects.ToneMap.Red	Just Red	纯红		
Settings.ImageEffects.ToneMap.Red.Description	Grayscale but with a touch of color.	灰度，但带一点点色彩。		
Settings.ImageEffects.ToneMap.Retro	Retro	复古		
Settings.ImageEffects.ToneMap.Retro.Description	Similar to the early consoles, using a limited color range.	类似早期游戏机，使用有限的色彩范围。		
Settings.ImageEffects.ToneMap.Western	Western	西部		
Settings.ImageEffects.ToneMap.Western.Description	Prepare a daisy hoss and your bettermost poke hat.	备好你的好马，戴上你最像样的牛仔帽。		
Settings.ImageEffects.Tonemapping	Tonemapping	色调映射		
Settings.ImageEffects.Tonemapping.Description	Applies a LUT to remap the colors.	应用 LUT 来重新映射颜色。		
Settings.Map.OrbitLineResolution	Orbit Line Resolution	轨道线分辨率		
Settings.Map.OrbitLineResolution.Description	Adjust the resolution of orbit lines in map-view. This has a significant impact on performance in map view when many orbit lines are being shown.	调整地图视图中轨道线的分辨率。当地图视图中显示大量轨道线时，此项对性能影响显著。		
Settings.Map.Title	Map	地图		
Settings.MouseDesigner.ClonePart	Clone Part	复制零件		
Settings.MouseDesigner.ClonePart.Description	The mouse button(s) used to clone parts.	用于复制零件的鼠标按键。		
Settings.MouseDesigner.FocusCameraOnPart	Focus Camera On Part	聚焦零件		
Settings.MouseDesigner.FocusCameraOnPart.Description	The mouse button(s) used to focus the camera on a part.	用于将摄像机聚焦到零件上的鼠标按键。		
Settings.MouseDesigner.MoveCameraVertically	Move Camera Vertically	垂直移动摄像机		
Settings.MouseDesigner.MoveCameraVertically.Description	The mouse input(s) used to move the camera vertically up and down, regardless of orientation.	用于不受朝向影响、垂直上下移动摄像机的鼠标输入。		
Settings.MouseDesigner.PanCamera	Pan Camera	平移摄像机		
Settings.MouseDesigner.PanCamera.Description	The mouse input(s) used to pan the camera left/right/up/down.	用于左右上下平移摄像机的鼠标输入。		
Settings.MouseDesigner.RotateCamera	Rotate Camera	旋转摄像机		
Settings.MouseDesigner.RotateCamera.Description	The mouse input(s) used to rotate the camera around a focal point.	用于围绕焦点旋转摄像机的鼠标输入。		
Settings.MouseDesigner.SelectMovePart	Select & Move Part	选择并移动零件		
Settings.MouseDesigner.SelectMovePart.Description	The mouse button(s) used to select and move parts.	用于选择和移动零件的鼠标按键。		
Settings.MouseDesigner.Title	Camera & Mouse (Design)	摄像机与鼠标（设计）		
Settings.MouseDesigner.ZoomCamera	Zoom Camera	缩放摄像机		
Settings.MouseDesigner.ZoomCamera.Description	The mouse input(s) used to zoom the camera in and out.	用于拉近拉远摄像机的鼠标输入。		
Settings.MouseFlight.ActivatePart	Activate Part	激活零件		
Settings.MouseFlight.ActivatePart.Description	The mouse button(s) used to activate parts.	用于激活零件的鼠标按键。		
Settings.MouseFlight.MouseJoystickInvertPitch	Mouse Joystick Invert Pitch	鼠标摇杆反转俯仰		
Settings.MouseFlight.MouseJoystickInvertPitch.Description	If enabled, the mouse joystick's pitch axis is inverted. Enable the mouse joystick by assigning a button to Toggle Mouse Joystick in Flight Craft settings.	启用后，鼠标摇杆的俯仰轴将被反转。在「载具飞行」设置中为「开关鼠标摇杆」分配按键即可启用鼠标摇杆。		
Settings.MouseFlight.MouseJoystickPitchDeadzone	Mouse Joystick Pitch Deadzone	鼠标摇杆俯仰死区		
Settings.MouseFlight.MouseJoystickPitchDeadzone.Description	The deadzone percent of the screen where the mouse joystick pitch input is zero. Enable the mouse joystick by assigning a button to Toggle Mouse Joystick in Flight Craft settings.	屏幕中鼠标摇杆俯仰输入为零的死区百分比。在「载具飞行」设置中为「开关鼠标摇杆」分配按键即可启用鼠标摇杆。		
Settings.MouseFlight.MouseJoystickRollDeadzone	Mouse Joystick Roll Deadzone	鼠标摇杆滚转死区		
Settings.MouseFlight.MouseJoystickRollDeadzone.Description	The deadzone percent of the screen where mouse joystick roll input is zero. Enable the mouse joystick by assigning a button to Toggle Mouse Joystick in Flight Craft settings.	屏幕中鼠标摇杆滚转输入为零的死区百分比。在「载具飞行」设置中为「开关鼠标摇杆」分配按键即可启用鼠标摇杆。		
Settings.MouseFlight.SelectPart	Select Part	选择零件		
Settings.MouseFlight.SelectPart.Description	The mouse button(s) used to select parts.	用于选择零件的鼠标按键。		
Settings.MouseFlight.TiltCamera	Tilt Camera	倾斜摄像机		
Settings.MouseFlight.TiltCamera.Description	The mouse input(s) used to spin the camera around its forward axis.	用于绕摄像机前方轴旋转摄像机的鼠标输入。		
Settings.MouseFlight.Title	Camera & Mouse (Flight)	摄像机与鼠标（飞行）		
Settings.MouseInput.MouseClickType.LeftClick	Left Click	左键单击		
Settings.MouseInput.MouseClickType.MiddleClick	Middle Click	中键单击		
Settings.MouseInput.MouseClickType.None	None	无		
Settings.MouseInput.MouseClickType.RightClick	Right Click	右键单击		
Settings.MouseInput.MouseDragOrScrollType.LeftClickDrag	Left Click Drag	左键拖动		
Settings.MouseInput.MouseDragOrScrollType.LeftClickDragInverted	Left Click Drag (Inverted)	左键拖动（反转）		
Settings.MouseInput.MouseDragOrScrollType.MiddleClickDrag	Middle Click Drag	中键拖动		
Settings.MouseInput.MouseDragOrScrollType.MiddleClickDragInverted	Middle Click Drag (Inverted)	中键拖动（反转）		
Settings.MouseInput.MouseDragOrScrollType.MouseScrollHorizontal	Mouse Scroll Horizontal	鼠标滚轮水平		
Settings.MouseInput.MouseDragOrScrollType.MouseScrollHorizontalInverted	Mouse Scroll Horizontal (Inverted)	鼠标滚轮水平（反转）		
Settings.MouseInput.MouseDragOrScrollType.MouseScrollVertical	Mouse Scroll Vertical	鼠标滚轮垂直		
Settings.MouseInput.MouseDragOrScrollType.MouseScrollVerticalInverted	Mouse Scroll Vertical (Inverted)	鼠标滚轮垂直（反转）		
Settings.MouseInput.MouseDragOrScrollType.None	None	无		
Settings.MouseInput.MouseDragOrScrollType.RightClickDrag	Right Click Drag	右键拖动		
Settings.MouseInput.MouseDragOrScrollType.RightClickDragInverted	Right Click Drag (Inverted)	右键拖动（反转）		
Settings.OverallQuality.Title	Overall Quality	总体质量		
Settings.Preset.None	None	无		
Settings.Preset.Off	Off	关		
Settings.Preset.On	On	开		
Settings.Preset.VeryLow	Very Low	极低		
Settings.Preset.Low	Low	低		
Settings.Preset.Medium	Medium	中		
Settings.Preset.High	High	高		
Settings.Preset.VeryHigh	Very High	极高		
Settings.Preset.Ultra	Ultra	极致		
Settings.Preset.Custom	Custom	自定义		
Settings.Preset.Default	Default	默认		
Settings.Preset.LittleGreenMen	Little Green Men	小绿人		
Settings.Physics.FpsSpikeReduction	FPS Spike Reduction	FPS 尖峰抑制		
Settings.Physics.FpsSpikeReduction.Description	This lets physics simulation slow down instead of dropping framerate. When enabled, craft may appear to slow during intense physics like crashes, or often if a very large craft is loaded.	让物理模拟放慢速度，而不是降低帧率。启用后，在碰撞等剧烈物理过程中，或加载超大载具时，载具可能看起来变慢。		
Settings.Physics.FramerateSpikeReductionQuality.Aggressive	Aggressive	激进		
Settings.Physics.FramerateSpikeReductionQuality.Aggressive.Description	Same as default, except reduction will kick in sooner. This may result in a smoother frame-rate on faster computers, but may excessively slow down physics simulation on slower computers.	与默认相同，但会更早开始抑制。在较快的电脑上帧率可能更平滑，但在较慢的电脑上可能过度拖慢物理模拟。		
Settings.Physics.FramerateSpikeReductionQuality.Default	Default	默认		
Settings.Physics.FramerateSpikeReductionQuality.Default.Description	During extreme lag spikes, the physics simulation speed will be slowed to allow the frame-rate to recover.	出现严重卡顿时，物理模拟速度会放慢，以便帧率恢复。		
Settings.Physics.FramerateSpikeReductionQuality.Off	Off	关		
Settings.Physics.FramerateSpikeReductionQuality.Off.Description	Physics simulation will not be slowed down. As a result, you may experience extreme frame-rate dips with larger craft.	物理模拟不会放慢。因此使用较大载具时可能遇到帧率骤降。		
Settings.Physics.PartLiftForces	Part Lift Forces	零件升力		
Settings.Physics.PartLiftForces.Description	When enabled, non-wing parts can receive lift forces in addition to drag forces. When disabled, non-wing parts will only receive drag forces.	启用后，非机翼零件除阻力外还能受到升力。禁用后，非机翼零件只受到阻力。		
Settings.Physics.PhysicsDistance	Physics Distance	物理距离		
Settings.Physics.PhysicsDistance.Description	The distance in meters at which other craft's physics become enabled. Note that craft loaded in far from the active craft can jitter and become unstable.	其他载具启用物理模拟的距离（米）。注意：在远离当前载具处加载的载具可能抖动并变得不稳定。		
Settings.Physics.PhysicsUpdateFrequencyQuality.High	High	高		
Settings.Physics.PhysicsUpdateFrequencyQuality.High.Description	The default update frequency. All craft should perform as the designer intended.	默认更新频率。所有载具的表现都应符合设计者的预期。		
Settings.Physics.PhysicsUpdateFrequencyQuality.Low	Low	低		
Settings.Physics.PhysicsUpdateFrequencyQuality.Low.Description	Best performance, but some craft may not perform as the designer intended. Craft may exhibit structural issues, especially load-bearing parts like custom landing gear.	性能最佳，但部分载具的表现可能不符合设计者的预期。载具可能出现结构问题，尤其是自定义起落架等承重零件。		
